episode,epsilon,episode_reward,rolling_average_reward,mean_recent_loss,replay_buffer_size,average_loan_duration,bankruptcy_count,average_ending_money,invalid_action_count,action_0_count,action_1_count,action_2_count,action_3_count,action_4_count,action_5_count,action_6_count,action_7_count
45300,0.9043687777777778,35500,30047.5,11340.526826171876,100000,0.0,14,39200.0,11,407,23,25,16,22,25,21,36
45400,0.9041576666666666,-75250,38447.5,11425.181396484375,100000,0.0,15,48490.0,15,390,22,17,34,27,17,21,38
45500,0.9039465555555556,17750,44040.0,11466.88857421875,100000,0.0,8,49960.0,9,418,26,21,15,19,23,18,44
45600,0.9037354444444444,11500,34685.0,10978.969453125,100000,0.0,10,42880.0,9,425,14,24,18,22,24,23,33
45700,0.9035243333333334,5000,38050.0,11288.09548828125,100000,0.0,13,46340.0,5,406,23,28,19,16,25,13,41
45800,0.9033132222222222,50000,29045.0,11488.696083984374,100000,0.0,20,41160.0,10,403,23,18,26,14,28,23,36
45900,0.903102111111111,161000,47050.0,11382.143208007812,100000,0.0,14,55320.0,9,423,20,21,20,18,22,27,38
46000,0.902891,20250,35212.5,11411.563779296876,100000,0.0,13,44340.0,2,418,18,21,19,25,15,23,34
46100,0.902679888888889,11500,31395.0,11309.8390234375,100000,0.0,13,40180.0,6,417,26,26,23,18,20,21,26
46200,0.9024687777777778,43750,36255.0,11353.199892578124,100000,0.0,15,46600.0,6,418,17,23,20,19,16,24,39
46300,0.9022576666666666,38000,39085.0,11520.389970703125,100000,0.0,15,48110.0,9,406,28,16,20,27,20,19,39
46400,0.9020465555555556,-64000,46820.0,11276.385083007812,100000,0.0,10,53260.0,10,409,25,22,16,23,25,20,44
46500,0.9018354444444444,23250,26847.5,11303.867548828124,100000,0.0,15,36170.0,6,409,25,25,25,17,23,21,29
46600,0.9016243333333334,66500,31432.5,11449.082280273438,100000,0.0,16,42040.0,4,426,19,21,24,15,15,18,41
46700,0.9014132222222222,-62000,31810.0,11719.239375,100000,0.0,18,42860.0,11,404,23,15,16,20,22,26,41
46800,0.9012021111111111,82000,30535.0,11495.428173828124,100000,0.0,11,38770.0,7,414,19,17,31,19,20,25,33
46900,0.900991,125000,37070.0,11528.517875976562,100000,0.0,17,47690.0,8,400,26,21,21,20,18,23,38
47000,0.9007798888888889,-43000,40142.5,11427.651083984376,100000,0.0,9,46600.0,3,429,23,27,24,19,13,19,33
47100,0.9005687777777778,19000,33782.5,11491.2584765625,100000,0.0,16,43740.0,6,412,28,21,23,15,19,24,35
47200,0.9003576666666666,34750,43737.5,11168.687358398438,100000,0.0,8,49500.0,11,430,24,20,14,23,24,18,43
47300,0.9001465555555556,23000,24662.5,11199.671484375,100000,0.0,13,33370.0,8,425,14,25,17,23,25,29,24
47400,0.8999354444444445,23500,38025.0,10983.686259765625,100000,0.0,14,46480.0,5,424,27,15,20,20,18,23,39
47500,0.8997243333333333,30500,40772.5,11032.49029296875,100000,0.0,10,48840.0,6,414,24,17,23,18,15,23,37
47600,0.8995132222222222,29000,32412.5,11196.4104296875,100000,0.0,18,42530.0,6,412,22,27,18,24,24,17,32
47700,0.8993021111111111,141250,33775.0,11262.599350585937,100000,0.0,14,42880.0,16,408,25,19,24,19,25,24,35
47800,0.899091,-56250,36285.0,11272.21001953125,100000,0.0,12,44700.0,13,412,37,20,17,20,23,22,29
47900,0.8988798888888889,53500,38745.0,11677.371552734376,100000,0.0,12,46440.0,6,418,16,24,23,19,19,30,33
48000,0.8986687777777778,58000,43052.5,11370.442353515626,100000,0.0,13,50710.0,6,418,26,16,21,17,29,22,37
48100,0.8984576666666667,-2000,23862.5,11243.859873046875,100000,0.0,16,34280.0,9,417,14,19,20,25,21,26,31
48200,0.8982465555555555,125000,30997.5,11522.950639648438,100000,0.0,15,40670.0,7,419,25,19,25,18,12,22,37
48300,0.8980354444444445,61000,43005.0,11472.746630859376,100000,0.0,8,48850.0,6,421,20,18,20,26,22,23,38
48400,0.8978243333333333,118500,29455.0,11215.490673828124,100000,0.0,18,41700.0,7,414,17,20,24,20,17,24,32
48500,0.8976132222222222,130000,26245.0,11167.137866210938,100000,0.0,22,38350.0,11,411,38,23,21,17,19,19,27
48600,0.8974021111111111,20000,28425.0,11277.8795703125,100000,0.0,18,39920.0,2,424,23,21,18,24,13,19,35
48700,0.897191,115000,36425.0,11080.577846679687,100000,0.0,17,46310.0,13,410,31,26,13,20,24,21,37
48800,0.8969798888888889,37000,29357.5,11152.509541015625,100000,0.0,12,38900.0,10,418,18,23,16,24,22,24,30
48900,0.8967687777777777,93750,39480.0,11208.915439453125,100000,0.0,15,48250.0,8,418,24,22,18,27,17,21,35
49000,0.8965576666666667,61500,33207.5,11151.57201171875,100000,0.0,14,42510.0,6,410,17,25,23,26,20,25,29
49100,0.8963465555555555,9750,38162.5,11284.603330078126,100000,0.0,16,48310.0,9,399,26,16,25,16,20,23,40
49200,0.8961354444444445,34000,33757.5,11125.751689453125,100000,0.0,13,42800.0,6,412,30,24,15,21,19,18,32
49300,0.8959243333333333,-58000,39885.0,11309.57455078125,100000,0.0,13,48620.0,10,404,21,30,20,18,27,17,39
49400,0.8957132222222223,27500,45737.5,11254.125,100000,0.0,8,51570.0,11,400,25,16,24,21,20,27,44
49500,0.8955021111111111,46000,49255.0,11507.304833984375,100000,0.0,11,56170.0,7,417,21,20,17,26,24,20,40
49600,0.8952910000000001,72000,47827.5,11117.18369140625,100000,0.0,7,52780.0,10,413,26,20,25,19,17,26,42
49700,0.8950798888888889,26000,45670.0,11682.319091796875,100000,0.0,10,52610.0,5,412,29,24,13,24,20,15,42
49800,0.8948687777777777,14500,29485.0,11451.345263671876,100000,0.0,19,40570.0,9,413,22,21,25,23,24,16,31
49900,0.8946576666666667,56500,31932.5,10953.762001953124,100000,0.0,11,39090.0,7,417,23,18,18,19,25,27,36
50000,0.8944465555555555,10000,37332.5,11181.449624023437,100000,0.0,14,45590.0,8,411,18,20,26,22,22,22,42
